NAME,B19013_001E,B01003_001E,zip code tabulation area
ZCTA5 02893,73903,31025,02893
ZCTA5 02894,-666666666,554,02894
ZCTA5 02895,58579,43081,02895
ZCTA5 02896,109436,11683,02896
ZCTA5 02898,124083,1745,02898
ZCTA5 02903,62987,12309,02903
ZCTA5 02904,64637,32462,02904
ZCTA5 02905,57126,24780,02905
ZCTA5 02906,102796,26327,02906
ZCTA5 02907,49564,31427,02907
ZCTA5 02908,74341,39661,02908
ZCTA5 02909,63950,44445,02909
ZCTA5 02910,85909,23406,02910
ZCTA5 02911,85803,14963,02911
ZCTA5 02912,-666666666,4824,02912
ZCTA5 02914,60838,21397,02914
ZCTA5 02915,90558,16848,02915
ZCTA5 02916,96293,8725,02916
ZCTA5 02917,106772,15068,02917
ZCTA5 02918,-666666666,2944,02918
ZCTA5 02919,87811,29473,02919
ZCTA5 02920,79246,36332,02920
ZCTA5 02921,135500,12673,02921
ZCTA5 03031,155125,11873,03031
ZCTA5 03032,146290,6031,03032
ZCTA5 03033,165942,5697,03033
ZCTA5 03034,122356,4197,03034
ZCTA5 03036,138606,5263,03036
ZCTA5 03037,126063,4791,03037
ZCTA5 03038,104306,34622,03038
ZCTA5 03042,101354,7300,03042
ZCTA5 03043,96094,1347,03043
ZCTA5 03044,125774,4783,03044
ZCTA5 03045,114965,14013,03045
ZCTA5 03046,134205,3055,03046
ZCTA5 03047,99038,1816,03047
ZCTA5 03048,90938,3414,03048
ZCTA5 03049,156140,8530,03049
ZCTA5 03051,124973,25476,03051
ZCTA5 03052,155881,8495,03052
ZCTA5 03053,132241,25930,03053
ZCTA5 03054,128897,27604,03054
ZCTA5 03055,94514,16258,03055
ZCTA5 03057,160250,2630,03057
ZCTA5 03060,78068,32223,03060
ZCTA5 03062,102849,28713,03062
ZCTA5 03063,106924,15630,03063
ZCTA5 03064,91528,14565,03064
ZCTA5 03070,151296,6143,03070
ZCTA5 03071,100417,5274,03071
ZCTA5 03076,126804,14333,03076
ZCTA5 03077,92002,10837,03077
ZCTA5 03079,101339,30646,03079
ZCTA5 03082,111016,1676,03082
ZCTA5 03084,86528,1367,03084
ZCTA5 03086,117732,4183,03086
ZCTA5 03087,189450,15922,03087
ZCTA5 03101,80483,3148,03101
ZCTA5 03102,69927,33755,03102
ZCTA5 03103,70049,37659,03103
ZCTA5 03104,84513,35274,03104
ZCTA5 03106,107137,14923,03106
ZCTA5 03109,108060,10118,03109
ZCTA5 03110,160253,23580,03110
ZCTA5 03215,103333,269,03215
ZCTA5 03216,86875,2105,03216
ZCTA5 03217,54495,2207,03217
ZCTA5 03218,97669,1202,03218
ZCTA5 03220,78151,7376,03220
ZCTA5 03221,92083,2210,03221
ZCTA5 03222,78535,6135,03222
ZCTA5 03223,109801,3398,03223
ZCTA5 03224,117500,2458,03224
ZCTA5 03225,97109,3770,03225
ZCTA5 03226,119375,998,03226
ZCTA5 03227,141083,1399,03227
ZCTA5 03229,130216,5976,03229
ZCTA5 03230,66458,1539,03230
ZCTA5 03231,141875,80,03231
ZCTA5 03233,116875,171,03233
ZCTA5 03234,92623,4896,03234
ZCTA5 03235,69921,8843,03235
ZCTA5 03237,107353,2313,03237
ZCTA5 03238,44350,52,03238
ZCTA5 03240,72188,1248,03240
ZCTA5 03241,91528,1115,03241
ZCTA5 03242,87344,6161,03242
ZCTA5 03243,79750,924,03243
ZCTA5 03244,93886,8005,03244
ZCTA5 03245,83958,1927,03245
ZCTA5 03246,68407,17006,03246
ZCTA5 03249,115423,7785,03249
ZCTA5 03251,65990,1484,03251
ZCTA5 03253,69808,6677,03253
ZCTA5 03254,93839,5089,03254
ZCTA5 03255,123167,1957,03255
ZCTA5 03256,83804,2473,03256
ZCTA5 03257,89750,4503,03257
ZCTA5 03258,111607,2693,03258
ZCTA5 03259,82024,237,03259
ZCTA5 03260,116375,908,03260
ZCTA5 03261,117841,4653,03261
ZCTA5 03262,72000,1172,03262
ZCTA5 03263,66823,4094,03263
ZCTA5 03264,75600,6911,03264
ZCTA5 03266,66964,2075,03266
ZCTA5 03268,105000,1469,03268
ZCTA5 03269,94821,2946,03269
ZCTA5 03273,183525,277,03273
ZCTA5 03275,84776,12115,03275
ZCTA5 03276,79270,9046,03276
ZCTA5 03278,98333,3024,03278
ZCTA5 03279,61875,810,03279
ZCTA5 03280,85250,1188,03280
ZCTA5 03281,115833,9141,03281
ZCTA5 03282,105000,1075,03282
ZCTA5 03284,111563,854,03284
ZCTA5 03285,81094,2763,03285
ZCTA5 03287,115469,1424,03287
ZCTA5 03290,108459,5304,03290
ZCTA5 03291,-666666666,0,03291
ZCTA5 03293,68125,68,03293
ZCTA5 03301,85943,33987,03301
ZCTA5 03303,79688,16368,03303
ZCTA5 03304,161482,8295,03304
ZCTA5 03307,100141,5683,03307
ZCTA5 03431,78196,25035,03431
ZCTA5 03440,91094,2622,03440
ZCTA5 03441,-666666666,389,03441
ZCTA5 03442,78071,1494,03442
ZCTA5 03443,-666666666,421,03443
ZCTA5 03444,100938,1614,03444
ZCTA5 03445,95625,699,03445
ZCTA5 03446,82326,6486,03446
ZCTA5 03447,91076,2317,03447
ZCTA5 03448,70833,719,03448
ZCTA5 03449,88958,1806,03449
ZCTA5 03450,98611,942,03450
ZCTA5 03451,68979,3987,03451
ZCTA5 03452,87527,5413,03452
ZCTA5 03455,74219,2148,03455
ZCTA5 03456,104605,848,03456
ZCTA5 03457,90417,720,03457
ZCTA5 03458,100189,6914,03458
ZCTA5 03461,102662,6482,03461
ZCTA5 03462,106417,1760,03462
ZCTA5 03464,91786,965,03464
ZCTA5 03465,79375,2034,03465
ZCTA5 03466,116314,1411,03466
ZCTA5 03467,98684,2146,03467
ZCTA5 03470,73250,5038,03470
ZCTA5 03561,54545,6031,03561
ZCTA5 03570,43972,9473,03570
ZCTA5 03574,83870,2545,03574
ZCTA5 03575,-666666666,0,03575
ZCTA5 03576,51822,2740,03576
ZCTA5 03579,61429,407,03579
ZCTA5 03580,77283,1479,03580
ZCTA5 03581,61370,3243,03581
ZCTA5 03582,53059,2218,03582
ZCTA5 03583,66711,1001,03583
ZCTA5 03584,92797,3439,03584
ZCTA5 03585,65769,2537,03585
ZCTA5 03586,137500,625,03586
ZCTA5 03588,71667,1674,03588
ZCTA5 03590,50586,1140,03590
ZCTA5 03592,59000,972,03592
ZCTA5 03593,95000,423,03593
ZCTA5 03595,78750,715,03595
ZCTA5 03597,64688,553,03597
ZCTA5 03598,63963,3439,03598
ZCTA5 03601,80577,407,03601
ZCTA5 03602,64605,2415,03602
ZCTA5 03603,55266,5272,03603
ZCTA5 03604,-666666666,0,03604
ZCTA5 03605,84063,863,03605
ZCTA5 03607,80694,315,03607
ZCTA5 03608,77244,3053,03608
ZCTA5 03609,69943,618,03609
ZCTA5 03740,70298,1049,03740
ZCTA5 03741,78523,4102,03741
ZCTA5 03743,54978,13673,03743
ZCTA5 03745,89046,1771,03745
ZCTA5 03748,96335,4568,03748
ZCTA5 03750,218750,1139,03750
ZCTA5 03751,38892,382,03751
ZCTA5 03752,59583,982,03752
ZCTA5 03753,113317,3478,03753
ZCTA5 03755,161162,10563,03755
ZCTA5 03765,-666666666,667,03765
ZCTA5 03766,96642,10702,03766
ZCTA5 03768,141719,1672,03768
ZCTA5 03770,148958,576,03770
ZCTA5 03771,85217,807,03771
ZCTA5 03773,78073,7905,03773
ZCTA5 03774,53750,1606,03774
ZCTA5 03777,85938,1289,03777
ZCTA5 03779,93393,928,03779
ZCTA5 03780,145163,599,03780
ZCTA5 03781,104700,1917,03781
ZCTA5 03782,109185,3104,03782
ZCTA5 03784,84303,4057,03784
ZCTA5 03785,56449,2141,03785
ZCTA5 03801,106520,23231,03801
ZCTA5 03809,92278,3684,03809
ZCTA5 03810,143102,2269,03810
ZCTA5 03811,144481,7222,03811
ZCTA5 03812,-666666666,909,03812
ZCTA5 03813,58299,3897,03813
ZCTA5 03814,74475,2392,03814
ZCTA5 03816,85750,1441,03816
ZCTA5 03817,72788,1008,03817
ZCTA5 03818,73346,3930,03818
ZCTA5 03819,109726,4325,03819
ZCTA5 03820,92793,33150,03820
ZCTA5 03823,144635,2121,03823
ZCTA5 03824,126658,15054,03824
ZCTA5 03825,99706,9420,03825
ZCTA5 03826,110759,2944,03826
ZCTA5 03827,135341,3213,03827
ZCTA5 03830,68304,1733,03830
ZCTA5 03832,75833,423,03832
ZCTA5 03833,110566,22676,03833
ZCTA5 03835,63704,6800,03835
ZCTA5 03836,71875,1369,03836
ZCTA5 03837,116605,1684,03837
ZCTA5 03838,68050,1152,03838
ZCTA5 03839,86932,4150,03839
ZCTA5 03840,147132,4070,03840
ZCTA5 03841,99268,6282,03841
ZCTA5 03842,94433,16180,03842
ZCTA5 03844,155787,2357,03844
ZCTA5 03845,71667,1172,03845
ZCTA5 03846,89583,1043,03846
ZCTA5 03847,46845,198,03847
ZCTA5 03848,103665,6261,03848
ZCTA5 03849,96875,1451,03849
ZCTA5 03850,120250,320,03850
ZCTA5 03851,98750,4286,03851
ZCTA5 03852,-666666666,245,03852
ZCTA5 03853,101958,687,03853
ZCTA5 03854,193558,948,03854
ZCTA5 03855,99122,2735,03855
ZCTA5 03856,191625,2010,03856
ZCTA5 03857,94345,9431,03857
ZCTA5 03858,135648,4825,03858
ZCTA5 03860,81771,3780,03860
ZCTA5 03861,140321,4558,03861
ZCTA5 03862,136170,4563,03862
ZCTA5 03864,64744,2047,03864
ZCTA5 03865,109040,7850,03865
ZCTA5 03867,74397,22886,03867
ZCTA5 03868,89000,5830,03868
ZCTA5 03869,82983,2452,03869
ZCTA5 03870,127772,5092,03870
ZCTA5 03871,-666666666,459,03871
ZCTA5 03872,91563,3890,03872
ZCTA5 03873,137813,6590,03873
ZCTA5 03874,87000,8613,03874
ZCTA5 03875,112625,1052,03875
ZCTA5 03878,79691,12145,03878
ZCTA5 03882,77426,1758,03882
ZCTA5 03883,77610,556,03883
ZCTA5 03884,122083,4271,03884
ZCTA5 03885,141438,7742,03885
ZCTA5 03886,77955,1322,03886
ZCTA5 03887,99868,2007,03887
ZCTA5 03890,-666666666,52,03890
ZCTA5 03894,84660,6577,03894
ZCTA5 03897,-666666666,8,03897
ZCTA5 03901,77790,8094,03901
ZCTA5 03902,131538,2530,03902
ZCTA5 03903,100472,6978,03903
ZCTA5 03904,74551,8310,03904
ZCTA5 03905,138519,1970,03905
ZCTA5 03906,95762,5275,03906
ZCTA5 03907,104250,1264,03907
ZCTA5 03908,97927,7384,03908
ZCTA5 03909,108889,11021,03909
ZCTA5 03910,-666666666,0,03910
ZCTA5 03911,-666666666,322,03911
ZCTA5 04001,75652,2695,04001
ZCTA5 04002,77853,7695,04002
ZCTA5 04003,71250,90,04003
ZCTA5 04005,71268,24698,04005
ZCTA5 04006,250001,72,04006
ZCTA5 04008,104914,3115,04008
ZCTA5 04009,86386,5357,04009
ZCTA5 04010,59291,1743,04010
ZCTA5 04011,74102,22081,04011
ZCTA5 04015,64229,3656,04015
ZCTA5 04017,63750,568,04017
ZCTA5 04019,85625,54,04019
ZCTA5 04020,69068,1948,04020
ZCTA5 04021,145833,6629,04021
ZCTA5 04022,65938,1149,04022
ZCTA5 04024,55833,414,04024
ZCTA5 04027,97257,6569,04027
ZCTA5 04029,71845,2124,04029
ZCTA5 04030,69709,2795,04030
ZCTA5 04032,108864,8736,04032
ZCTA5 04037,52135,3949,04037
ZCTA5 04038,110181,18192,04038
ZCTA5 04039,94284,8004,04039
ZCTA5 04040,58267,2963,04040
ZCTA5 04041,62500,1757,04041
ZCTA5 04042,81250,4824,04042
ZCTA5 04043,101204,11692,04043
ZCTA5 04046,99861,8035,04046
ZCTA5 04047,61250,1704,04047
ZCTA5 04048,90125,3315,04048
ZCTA5 04049,78558,3971,04049
ZCTA5 04050,80625,300,04050
ZCTA5 04051,72308,1291,04051
ZCTA5 04055,68278,3949,04055
ZCTA5 04056,-666666666,131,04056
ZCTA5 04057,-666666666,180,04057
ZCTA5 04061,83299,3105,04061
ZCTA5 04062,98946,19041,04062
ZCTA5 04063,60594,565,04063
ZCTA5 04064,66689,8585,04064
ZCTA5 04066,113409,845,04066
ZCTA5 04068,58333,1566,04068
ZCTA5 04069,103750,1551,04069
ZCTA5 04071,86932,4922,04071
ZCTA5 04072,84328,20636,04072
ZCTA5 04073,69135,17385,04073
ZCTA5 04074,125642,22527,04074
ZCTA5 04076,87560,2954,04076
ZCTA5 04079,87866,4094,04079
ZCTA5 04083,81299,4710,04083
ZCTA5 04084,103086,7695,04084
ZCTA5 04085,88739,2822,04085
ZCTA5 04086,82356,9644,04086
ZCTA5 04087,96268,2122,04087
ZCTA5 04088,65000,1300,04088
ZCTA5 04090,83900,11544,04090
ZCTA5 04091,79500,751,04091
ZCTA5 04092,85868,20484,04092
ZCTA5 04093,85208,8451,04093
ZCTA5 04095,57188,1382,04095
ZCTA5 04096,107911,9006,04096
ZCTA5 04097,119813,4173,04097
ZCTA5 04101,60726,18128,04101
ZCTA5 04102,79631,17642,04102
ZCTA5 04103,90682,31705,04103
ZCTA5 04105,131833,12557,04105
ZCTA5 04106,83744,26966,04106
ZCTA5 04107,145464,9581,04107
ZCTA5 04108,84120,788,04108
ZCTA5 04109,-666666666,188,04109
ZCTA5 04110,187857,1917,04110
ZCTA5 04210,66552,24294,04210
ZCTA5 04216,44583,602,04216
ZCTA5 04217,58152,3285,04217
ZCTA5 04219,61719,1228,04219
ZCTA5 04220,89036,3815,04220
ZCTA5 04221,67656,1072,04221
ZCTA5 04222,96492,4203,04222
ZCTA5 04224,67109,3077,04224
ZCTA5 04226,37375,73,04226
ZCTA5 04227,-666666666,16,04227
ZCTA5 04231,50893,297,04231
ZCTA5 04234,-666666666,0,04234
ZCTA5 04236,91736,4390,04236
ZCTA5 04237,-666666666,220,04237
ZCTA5 04238,88011,1175,04238
ZCTA5 04239,77575,4644,04239
ZCTA5 04240,56558,37886,04240
ZCTA5 04250,71903,4808,04250
ZCTA5 04252,72303,4908,04252
ZCTA5 04253,71691,1847,04253
ZCTA5 04254,44535,3076,04254
ZCTA5 04255,54107,676,04255
ZCTA5 04256,58958,3108,04256
ZCTA5 04257,54052,2772,04257
ZCTA5 04258,91932,2774,04258
ZCTA5 04259,94868,3493,04259
ZCTA5 04260,107781,5733,04260
ZCTA5 04261,41250,300,04261
ZCTA5 04263,86339,2371,04263
ZCTA5 04265,43712,645,04265
ZCTA5 04267,-666666666,17,04267
ZCTA5 04268,53162,5168,04268
ZCTA5 04270,69263,6200,04270
ZCTA5 04271,-666666666,0,04271
ZCTA5 04274,94625,5920,04274
ZCTA5 04275,64643,606,04275
ZCTA5 04276,39522,5918,04276
ZCTA5 04280,63250,6886,04280
ZCTA5 04281,68197,5268,04281
ZCTA5 04282,87981,5852,04282
ZCTA5 04284,75987,1096,04284
ZCTA5 04285,64118,513,04285
ZCTA5 04286,-666666666,0,04286
ZCTA5 04287,78238,3180,04287
ZCTA5 04289,55670,1901,04289
ZCTA5 04290,67500,1498,04290
ZCTA5 04292,51250,996,04292
ZCTA5 04294,61016,3978,04294
ZCTA5 04330,55158,26517,04330
ZCTA5 04341,-666666666,39,04341
ZCTA5 04342,78150,1639,04342
ZCTA5 04344,60000,3001,04344
ZCTA5 04345,68844,12363,04345
ZCTA5 04346,52917,1479,04346
ZCTA5 04347,58811,2570,04347
ZCTA5 04348,72734,3497,04348
ZCTA5 04349,56250,1343,04349
ZCTA5 04350,75329,3635,04350
ZCTA5 04351,89453,2464,04351
ZCTA5 04352,73664,1728,04352
ZCTA5 04353,73750,2343,04353
ZCTA5 04354,92344,1420,04354
ZCTA5 04355,88583,2628,04355
ZCTA5 04357,66667,3555,04357
ZCTA5 04358,93825,4475,04358
ZCTA5 04359,120652,375,04359
ZCTA5 04360,74453,562,04360
ZCTA5 04363,65852,2666,04363
ZCTA5 04364,82858,6153,04364
ZCTA5 04401,66136,44418,04401
ZCTA5 04406,53250,739,04406
ZCTA5 04408,65625,230,04408
ZCTA5 04410,72167,1180,04410
ZCTA5 04411,68929,1561,04411
ZCTA5 04412,51490,9654,04412
ZCTA5 04413,63971,225,04413
ZCTA5 04414,54914,1743,04414
ZCTA5 04415,39375,316,04415
ZCTA5 04416,62913,5503,04416
ZCTA5 04417,42778,386,04417
ZCTA5 04418,59150,1702,04418
ZCTA5 04419,89615,2901,04419
ZCTA5 04421,111500,1222,04421
ZCTA5 04422,75795,1189,04422
ZCTA5 04424,42313,1065,04424
ZCTA5 04426,58750,4975,04426
ZCTA5 04427,60612,2942,04427
ZCTA5 04428,74784,3374,04428
ZCTA5 04429,92223,4993,04429
ZCTA5 04430,44306,1545,04430
ZCTA5 04431,-666666666,45,04431
ZCTA5 04434,68788,1245,04434
ZCTA5 04435,76875,1132,04435
ZCTA5 04438,64750,1229,04438
ZCTA5 04441,60965,1866,04441
ZCTA5 04442,52788,132,04442
ZCTA5 04443,49432,2152,04443
ZCTA5 04444,102922,9322,04444
ZCTA5 04448,48958,1489,04448
ZCTA5 04449,59750,1144,04449
ZCTA5 04450,77917,1306,04450
ZCTA5 04451,29402,240,04451
ZCTA5 04453,43839,839,04453
ZCTA5 04454,-666666666,10,04454
ZCTA5 04455,49219,934,04455
ZCTA5 04456,75917,3012,04456
ZCTA5 04457,51403,5755,04457
ZCTA5 04459,43750,703,04459
ZCTA5 04460,46125,1144,04460
ZCTA5 04461,63892,3083,04461
ZCTA5 04462,44167,4462,04462
ZCTA5 04463,58693,2649,04463
ZCTA5 04464,52019,561,04464
ZCTA5 04468,51063,9163,04468
ZCTA5 04469,-666666666,3310,04469
ZCTA5 04471,40417,597,04471
ZCTA5 04472,82697,1857,04472
ZCTA5 04473,58893,8383,04473
ZCTA5 04474,92583,3837,04474
ZCTA5 04475,51667,380,04475
ZCTA5 04476,52500,1127,04476
ZCTA5 04478,58750,491,04478
ZCTA5 04479,43365,1103,04479
ZCTA5 04481,71450,487,04481
ZCTA5 04485,63750,205,04485
ZCTA5 04487,41136,742,04487
ZCTA5 04488,76563,1087,04488
ZCTA5 04489,-666666666,366,04489
ZCTA5 04490,47656,240,04490
ZCTA5 04491,53500,158,04491
ZCTA5 04492,43750,185,04492
ZCTA5 04493,55625,1790,04493
ZCTA5 04495,37125,273,04495
ZCTA5 04496,103938,3839,04496
ZCTA5 04497,43438,319,04497
ZCTA5 04530,78482,11564,04530
ZCTA5 04535,87250,829,04535
ZCTA5 04537,57476,1687,04537
ZCTA5 04538,60000,1688,04538
ZCTA5 04539,94688,1524,04539
ZCTA5 04541,-666666666,44,04541
ZCTA5 04543,59659,2249,04543
ZCTA5 04544,-666666666,872,04544
ZCTA5 04547,66618,1276,04547
ZCTA5 04548,82986,913,04548
ZCTA5 04551,96250,851,04551
ZCTA5 04553,79667,1773,04553
ZCTA5 04554,76932,562,04554
ZCTA5 04555,96667,1760,04555
ZCTA5 04556,89844,1344,04556
ZCTA5 04558,81103,291,04558
ZCTA5 04562,102446,1987,04562
ZCTA5 04563,68345,1407,04563
ZCTA5 04564,118077,477,04564
ZCTA5 04568,54554,487,04568
ZCTA5 04570,-666666666,0,04570
ZCTA5 04571,56447,517,04571
ZCTA5 04572,66072,5228,04572
ZCTA5 04573,85682,518,04573
ZCTA5 04574,63036,1618,04574
ZCTA5 04575,95625,355,04575
ZCTA5 04576,83438,521,04576
ZCTA5 04578,82750,4608,04578
ZCTA5 04579,103482,3135,04579
ZCTA5 04605,72083,14695,04605
ZCTA5 04606,48603,1077,04606
ZCTA5 04607,61583,1264,04607
ZCTA5 04609,74408,5198,04609
ZCTA5 04611,68125,451,04611
ZCTA5 04612,85694,557,04612
ZCTA5 04613,59792,114,04613
ZCTA5 04614,70164,2811,04614
ZCTA5 04616,66250,817,04616
ZCTA5 04617,51891,649,04617
ZCTA5 04619,48654,3087,04619
ZCTA5 04622,43000,1043,04622
ZCTA5 04623,54286,1125,04623
ZCTA5 04624,58750,213,04624
ZCTA5 04625,68000,65,04625
ZCTA5 04626,56667,528,04626
ZCTA5 04627,60536,1883,04627
ZCTA5 04628,50427,514,04628
ZCTA5 04630,56875,1294,04630
ZCTA5 04631,46205,1230,04631
ZCTA5 04634,66607,2218,04634
ZCTA5 04635,41750,17,04635
ZCTA5 04640,69504,2451,04640
ZCTA5 04642,61406,194,04642
ZCTA5 04643,62344,864,04643
ZCTA5 04645,-666666666,59,04645
ZCTA5 04646,74250,122,04646
ZCTA5 04648,54375,494,04648
ZCTA5 04649,61667,1276,04649
ZCTA5 04650,106964,391,04650
ZCTA5 04652,58125,1489,04652
ZCTA5 04653,86818,604,04653
ZCTA5 04654,48049,3363,04654
ZCTA5 04655,52188,1001,04655
ZCTA5 04657,50417,313,04657
ZCTA5 04658,47308,1261,04658
ZCTA5 04660,83750,1124,04660
ZCTA5 04662,150250,495,04662
ZCTA5 04664,59318,1240,04664
ZCTA5 04666,61071,1253,04666
ZCTA5 04667,71023,1307,04667
ZCTA5 04668,43173,1934,04668
ZCTA5 04669,82857,178,04669
ZCTA5 04671,63125,647,04671
ZCTA5 04673,-666666666,156,04673
ZCTA5 04674,77917,279,04674
ZCTA5 04675,-666666666,100,04675
ZCTA5 04676,74598,1127,04676
ZCTA5 04677,76250,322,04677
ZCTA5 04679,54333,1544,04679
ZCTA5 04680,69837,1233,04680
ZCTA5 04681,60147,906,04681
ZCTA5 04683,-666666666,0,04683
ZCTA5 04684,77632,1834,04684
ZCTA5 04685,78125,388,04685
ZCTA5 04686,48750,166,04686
ZCTA5 04691,52400,527,04691
ZCTA5 04693,63015,441,04693
ZCTA5 04694,57813,2263,04694
ZCTA5 04730,55345,10062,04730
ZCTA5 04732,48854,1535,04732
ZCTA5 04733,55278,550,04733
ZCTA5 04734,75605,854,04734
ZCTA5 04735,53333,494,04735
ZCTA5 04736,56189,9107,04736
ZCTA5 04737,-666666666,0,04737
ZCTA5 04739,52083,809,04739
ZCTA5 04740,44410,1430,04740
ZCTA5 04742,68112,3321,04742
ZCTA5 04743,61628,4754,04743
ZCTA5 04745,50000,876,04745
ZCTA5 04746,34167,416,04746
ZCTA5 04747,61089,1318,04747
ZCTA5 04750,43750,1828,04750
ZCTA5 04756,43750,3313,04756
ZCTA5 04757,78690,2533,04757
ZCTA5 04758,63237,1524,04758
ZCTA5 04760,56771,681,04760
ZCTA5 04761,53125,430,04761
ZCTA5 04762,52344,517,04762
ZCTA5 04763,46696,653,04763
ZCTA5 04764,-666666666,26,04764
ZCTA5 04765,47269,1452,04765
ZCTA5 04766,53750,295,04766
ZCTA5 04768,47250,376,04768
ZCTA5 04769,57396,8736,04769
ZCTA5 04772,71125,942,04772
ZCTA5 04773,50489,575,04773
ZCTA5 04774,35481,602,04774
ZCTA5 04776,50625,886,04776
ZCTA5 04777,53125,503,04777
ZCTA5 04779,86042,364,04779
ZCTA5 04780,53750,882,04780
ZCTA5 04781,54792,573,04781
ZCTA5 04783,53750,468,04783
ZCTA5 04785,38542,2018,04785
ZCTA5 04786,48235,1686,04786
ZCTA5 04787,56250,454,04787
ZCTA5 04841,55276,6991,04841
ZCTA5 04843,82841,5243,04843
ZCTA5 04847,83462,1711,04847
ZCTA5 04848,75625,686,04848
ZCTA5 04849,79051,3898,04849
ZCTA5 04851,47292,85,04851
ZCTA5 04852,139063,137,04852
ZCTA5 04853,93667,488,04853
ZCTA5 04854,82250,1375,04854
ZCTA5 04855,250001,316,04855
ZCTA5 04856,93169,3663,04856
ZCTA5 04858,80938,1400,04858
ZCTA5 04859,77708,810,04859
ZCTA5 04860,72112,1506,04860
ZCTA5 04861,53775,2761,04861
ZCTA5 04862,71546,4195,04862
ZCTA5 04863,72262,1063,04863
ZCTA5 04864,77321,4893,04864
ZCTA5 04901,54122,27431,04901
ZCTA5 04910,57356,2358,04910
ZCTA5 04911,56207,1787,04911
ZCTA5 04912,57321,937,04912
ZCTA5 04915,59083,9030,04915
ZCTA5 04917,86021,3298,04917
ZCTA5 04918,-666666666,0,04918
ZCTA5 04920,43138,1775,04920
ZCTA5 04921,63355,1716,04921
ZCTA5 04922,59615,969,04922
ZCTA5 04923,70208,520,04923
ZCTA5 04924,55443,2082,04924
ZCTA5 04925,71250,80,04925
ZCTA5 04926,-666666666,0,04926
ZCTA5 04927,74544,3385,04927
ZCTA5 04928,62566,2079,04928
ZCTA5 04929,51964,706,04929
ZCTA5 04930,53537,4216,04930
ZCTA5 04932,70104,1241,04932
ZCTA5 04936,34313,216,04936
ZCTA5 04937,62633,6411,04937
ZCTA5 04938,54281,10368,04938
ZCTA5 04939,53083,819,04939
ZCTA5 04940,-666666666,0,04940
ZCTA5 04941,65365,1524,04941
ZCTA5 04942,51125,1154,04942
ZCTA5 04943,46638,1681,04943
ZCTA5 04944,-666666666,63,04944
ZCTA5 04945,57661,1270,04945
ZCTA5 04947,67292,1584,04947
ZCTA5 04949,59464,913,04949
ZCTA5 04950,48750,4761,04950
ZCTA5 04951,78409,1034,04951
ZCTA5 04952,67045,1853,04952
ZCTA5 04953,62708,3145,04953
ZCTA5 04955,61250,1622,04955
ZCTA5 04956,61413,569,04956
ZCTA5 04957,66099,4090,04957
ZCTA5 04958,52593,2135,04958
ZCTA5 04961,44000,795,04961
ZCTA5 04963,73611,7375,04963
ZCTA5 04964,69432,84,04964
ZCTA5 04965,49261,2150,04965
ZCTA5 04966,45917,1681,04966
ZCTA5 04967,55822,3918,04967
ZCTA5 04969,60625,1319,04969
ZCTA5 04970,58182,1420,04970
ZCTA5 04971,64688,1703,04971
ZCTA5 04973,85192,1494,04973
ZCTA5 04974,61283,2649,04974
ZCTA5 04975,-666666666,49,04975
ZCTA5 04976,55245,10117,04976
ZCTA5 04978,105694,867,04978
ZCTA5 04979,56136,919,04979
ZCTA5 04981,72178,2584,04981
ZCTA5 04982,30469,261,04982
ZCTA5 04983,50781,1773,04983
ZCTA5 04984,53333,679,04984
ZCTA5 04985,83750,163,04985
ZCTA5 04986,69375,2323,04986
ZCTA5 04987,47321,917,04987
ZCTA5 04988,50000,1958,04988
ZCTA5 04989,74828,4544,04989
ZCTA5 04992,-666666666,0,04992
ZCTA5 05001,74369,9747,05001
ZCTA5 05009,-666666666,0,05009
ZCTA5 05030,-666666666,92,05030
ZCTA5 05031,-666666666,44,05031
ZCTA5 05032,86964,2879,05032
ZCTA5 05033,93393,3232,05033
ZCTA5 05034,43250,228,05034
ZCTA5 05035,68651,779,05035
ZCTA5 05036,104073,1109,05036
ZCTA5 05037,100938,863,05037
ZCTA5 05038,65057,1301,05038
ZCTA5 05039,80781,987,05039
ZCTA5 05040,92981,568,05040
ZCTA5 05041,83125,289,05041
ZCTA5 05042,77917,626,05042
ZCTA5 05043,79107,986,05043
ZCTA5 05045,73889,1787,05045
ZCTA5 05046,76528,1234,05046
ZCTA5 05048,99282,2494,05048
ZCTA5 05050,-666666666,159,05050
ZCTA5 05051,60625,997,05051
ZCTA5 05052,76417,415,05052
ZCTA5 05053,143295,302,05053
ZCTA5 05055,140590,3463,05055
ZCTA5 05056,71375,350,05056
ZCTA5 05058,74151,147,05058
ZCTA5 05059,-666666666,376,05059
ZCTA5 05060,66186,4064,05060
ZCTA5 05061,77652,1989,05061
ZCTA5 05062,77500,553,05062
ZCTA5 05065,69850,1084,05065
ZCTA5 05067,115089,151,05067
ZCTA5 05068,81607,2937,05068
ZCTA5 05069,74792,679,05069
ZCTA5 05070,124671,488,05070
ZCTA5 05071,111538,124,05071
ZCTA5 05072,112237,722,05072
ZCTA5 05073,-666666666,52,05073
ZCTA5 05075,104250,1326,05075
ZCTA5 05076,67344,531,05076
ZCTA5 05077,70893,1085,05077
